Widzę	l|s|s|s|r_ieć
zwolnieni	s|s|s|s|s|s|r_ć|d|d
z	s
opłaty	s|s|s|s|s|r_a
.	s

I	l
to	s|r_en
zabójstwo	s|s|s|s|s|s|s|s|s
było	s|s|r_ć|d
taką	s|s|s|r_i
obroną	s|s|s|s|s|r_a
?	s

Policja	l|s|s|s|s|s|s
po	s|s
kilku	s|s|s|s|r_a
godzinach	s|s|s|s|s|s|s|d|d
odzyskała	s|s|s|s|s|s|s|r_ć|d
skradziony	s|s|s|s|r_ś|r_ć|d|d|d|d
samochód	s|s|s|s|s|s|s|s
,	s
jeszcze	s|s|s|s|s|s|s
przed	s|s|s|s|s
oficjalnym	s|s|s|s|s|s|s|s|s|d
zgłoszeniem	s|s|s|s|s|d|d|d|s|r_ć|d
przestępstwa	s|s|s|s|s|s|s|s|s|s|s|r_o
.	s

Ale	l|s|s
cokolwiek	s|s|s|s|s|s|s|s|s
powiemy	s|s|s|s|s|r_dzie|r_ć
,	s
jest	r_b|r_y|r_ć|d
to	s|s
przecież	s|s|s|s|s|s|s|s
krzyż	s|s|s|s|s
,	s
gdyż	s|s|s|s
wciąż	s|s|s|s|s
i	s
niezmiernie	s|s|s|s|s|s|s|s|s|s|s
potrzeba	s|s|s|s|s|s|s|s
krzyża	s|s|s|s|s|d
,	s
aby	s|s|s
ludzi	r_cz|r_ł|r_o|r_w|s|r_ek
rzucić	s|s|s|s|s|s
sobie	s|r_ie|s|s|s
do	s|s
nóg	s|r_o|s|r_a
.	s

Adwokat	l|s|s|s|s|s|s
jest	r_b|r_y|r_ć|d
od	s|s
tego	s|d|d|s
,	s
żeby	s|s|s|s
bronić	s|s|s|s|s|s
.	s

Ostre	l|s|s|s|r_y
cięcia	s|s|s|s|s|r_e
grożą	s|s|s|r_zi|r_ć
też	s|s|s
prezesom	s|s|s|s|s|s|d|d
państwowych	s|s|s|s|s|s|s|s|s|d|d
spółek	s|s|s|s|r_k|r_a
.	s

Pieniędzy	l|s|s|s|s|r_ą|s|s|d
wam	s|r_y|d
wystarcza	s|s|s|s|s|s|s|s|s|r_ć
?	s

Przez	l|s|s|s|s
siedem	s|s|s|s|s|s
lat	r_r|r_o|r_k
wiele	s|s|s|s|s
już	s|s|s
sprywatyzowano	s|s|s|s|s|s|s|s|s|s|s|s|r_ć|d
.	s

Człowiek	l|s|s|s|s|s|s|s
był	s|s|r_ć
nagi	s|s|s|s
i	s
nieruchomy	s|s|s|s|s|s|s|s|s|s
.	s

(	s
Debiutował	l|s|s|s|s|s|s|s|s|r_ć
em	r_by|r_ć
wierszem	s|s|s|s|s|s|d|d
.	s
)	s

Po	l|s
ślubie	s|s|s|s|d|d
wynajęli	s|s|s|s|s|r_ą|r_ć|d
mieszkanie	s|s|s|s|s|s|s|s|s|s
w	s
starej	s|s|s|s|r_y|d
kamienicy	s|s|s|s|s|s|s|s|r_a
.	s

I	l
tam	s|s|s
wszędzie	s|s|s|s|s|s|s|s
są	r_by|r_ć
kierownicy	s|s|s|s|s|s|s|s|r_k|d
i	s
zastępcy	s|s|s|s|s|s|s|r_a
.	s
.	s
.	s

Co	l|s
było	s|s|r_ć|d
potem	s|s|s|s|s
?	s

-	s
Starała	l|s|s|s|s|r_ć|d
m	r_być
się	s|s|s
pełnić	s|s|s|s|s|s
jak	s|s|s
najlepiej	r_d|r_o|r_b|r_r|r_z|d|d|s|d
swoją	s|s|r_ó|s|d
funkcję	s|s|s|s|s|s|r_a
.	s

Ale	l|s|s
i	s
tutaj	s|s|s|s|s
lekarze	s|s|s|s|s|s|d
rozkładają	s|s|s|s|s|s|s|s|r_ć|d
bezradnie	s|s|s|s|s|s|s|s|s
ręce	s|s|r_k|r_a
.	s

Studenci	l|s|s|s|s|s|r_t|d
wynajmują	s|s|s|s|s|s|r_ow|r_a|r_ć
modeli	s|s|s|s|s|d
również	s|s|s|s|s|s|s
na	s|s
prywatne	s|s|s|s|s|s|s|r_y
sesje	s|s|s|s|r_a
,	s
wtedy	s|s|s|s|s
zarabiają	s|s|s|s|s|s|s|r_ć|d
oni	s|s|d
więcej	s|s|s|s|s|s
.	s

Aga	s|s|s
słucha	s|s|s|s|s|s|r_ć
.	s

Paweł	s|s|s|s|s
przewraca	s|s|s|s|s|s|s|s|s|r_ć
się	s|s|s
.	s

Jest	r_b|r_y|r_ć|d
to	s|s
droga	s|s|s|s|s
męczeńska	s|s|s|s|s|s|s|s|r_i
.	s

Na	l|s
zdjęciu	s|s|s|s|s|s|r_e
rodziny	s|s|s|s|s|s|r_a
Tomczyńskich	s|s|s|s|s|s|s|s|s|s|d|d
z	s
Warszawy	s|s|s|s|s|s|s|r_a
brakuje	s|s|s|s|r_ow|r_a|r_ć
podpisu	s|s|s|s|s|s|d
.	s

Spojrzała	l|s|s|s|s|s|r_e|r_ć|d
m	r_być
jej	r_o|r_n|d
w	s
oczy	s|r_k|r_o|d
.	s

-	s
Musisz	l|s|s|s|r_e|r_ć
się	s|s|s
chyba	s|s|s|s|s
strasznie	s|s|s|s|s|s|s|s|s
nudzić	s|s|s|s|s|s
.	s

Już	l|s|s
wiemy	s|s|s|r_dzie|r_ć
,	s
do	s|s
kogo	s|r_t|d|s
należy	s|s|s|s|s|r_eć
niewidzialna	s|s|s|s|s|s|s|s|s|s|s|r_y
ręka	s|s|s|s
rynku	s|s|s|i_e|d
!	s

Iwan	s|s|s|s
delikatnie	s|s|s|s|s|s|s|s|s|s
postawił	s|s|s|s|s|s|s|r_ć
Sibircewa	s|s|s|s|s|s|s|s|d
na	s|s
oblodzonej	s|s|s|s|s|s|r_i|r_ć|d|d
ziemi	s|s|s|s|s|r_a
.	s

W	l
kierunku	s|s|s|s|s|s|i_e|d
zachodnim	s|s|s|s|s|s|s|s|d
przewożono	s|s|s|s|s|s|r_z|r_i|r_ć|d
ich	r_o|r_n|d
mercedesem	s|s|s|s|s|s|s|s|d|d
.	s

Wspieramy	l|s|s|s|s|s|s|r_ć|d
bezpieczną	s|s|s|s|s|s|s|s|s|r_y
aborcję	s|s|s|s|s|s|r_a
.	s

Za	l|s
parę	s|s|s|s
dni	s|r_z|s|r_eń
dotrze	s|s|s|s|s|s|r_ć
do	s|s
Londynu	s|s|s|s|s|s|d
.	s

Prawdopodobnie	l|s|s|s|s|s|s|s|s|s|s|s|s|s
zaprószył	s|s|s|s|s|s|s|s|r_ć
ogień	s|s|s|s|s
i	s
zaczadził	s|s|s|s|s|s|s|s|r_ć
się	s|s|s
.	s

Obecnie	l|s|s|s|s|s|s
znajdują	s|s|s|s|s|r_ow|r_a|r_ć
się	s|s|s
oni	s|s|d
w	s
szpitalu	s|s|s|s|s|s|s|d
w	s
Nakle	s|s|s|r_ł|r_o
.	s

Dogonili	l|s|s|s|s|s|r_ć|d
go	r_o|r_n
dopiero	s|s|s|s|s|s|s
na	s|s
pobliskim	s|s|s|s|s|s|s|s|d
parkingu	s|s|s|s|s|s|s|d
.	s

Konstruuje	l|s|s|s|s|s|s|r_ow|r_a|r_ć
jakieś	s|s|s|s|d|s
sprzęty	s|s|s|s|s|s|d
do	s|s
badań	s|s|s|s|r_nie
meteorologicznych	s|s|s|s|s|s|s|s|s|s|s|s|s|s|s|d|d
.	s

Z	l
obu	s|s|r_a
stron	s|s|s|s|s|r_a
drogi	s|s|s|s|r_a
zaczęto	s|s|s|s|r_ą|r_ć|d
strzelać	s|s|s|s|s|s|s|s
do	s|s
nich	i_o|d|d|d
z	s
granatników	s|s|s|s|s|s|s|s|s|d|d
i	s
broni	s|s|s|r_ń|d
maszynowej	s|s|s|s|s|s|s|s|r_y|d
.	s

-	s
Kelner	l|s|s|s|s|s
źle	s|s|s
zrobił	s|s|s|s|s|r_ć
.	s

Jest	r_b|r_y|r_ć|d
obok	s|s|s|s
!	s

Trzeba	l|s|s|s|s|s
też	s|s|s
dodać	s|s|s|s|s
,	s
że	s|s
wkraczali	s|s|s|s|s|s|s|r_ć|d
śmy	r_b|r_y|r_ć
do	s|s
Francji	s|s|s|s|s|s|r_a
w	s
czasie	s|s|s|s|d|d
dość	s|s|s|s
trudnym	s|s|s|s|s|s|d
dla	s|s|s
wzajemnych	s|s|s|s|s|s|s|s|d|d
stosunków	s|s|s|s|s|s|s|r_i|d
.	s

Do	l|s
zadania	s|s|s|s|r_ć|d|d
pytania	s|s|s|s|s|s|r_e
zapisało	s|s|s|s|s|s|r_ć|d
się	s|s|s
53	s|s
posłów	s|s|s|i_e|d|d
.	s

Nie	l|s|s
najgorzej	r_ź|r_l|d|d|d|d|d|s|d
nas	r_m|r_y|d
tu	s|s
na	s|s
początek	s|s|s|s|s|s|s|s
podejmują	s|s|s|s|s|s|r_ow|r_a|r_ć
.	s

W	l
pracy	s|s|s|s|r_a
miała	s|s|r_e|r_ć|d
dostęp	s|s|s|s|s|s
do	s|s
spirytusu	s|s|s|s|s|s|s|s|d
.	s

Nasze	l|s|s|s|d
dziewczyny	s|s|s|s|s|s|s|s|s|r_a
ustawiają	s|s|s|s|s|s|s|r_ć|d
się	s|s|s
za	s|s
Warszawą	s|s|s|s|s|s|s|r_a
.	s

Przez	l|s|s|s|s
tereny	s|s|s|s|s|d
parku	s|s|s|s|d
wiodą	s|s|r_e|r_ś|r_ć
44	s|s
szlaki	s|s|s|s|s|d
turystyczne	s|s|s|s|s|s|s|s|s|s|r_y
piesze	s|s|s|s|s|r_y
i	s
10	s|s
narciarskich	s|s|s|s|s|s|s|s|s|s|d|d
.	s

W	l
pięć	s|s|s|s
minut	s|s|s|s|s|r_a
później	s|s|s|s|r_o|d|d
przypomniał	s|s|s|s|s|s|s|s|s|r_e|r_ć
sobie	s|r_ie|s|s|s
,	s
że	s|s
należało	s|s|s|s|s|r_e|r_ć|d
wpierw	s|s|s|s|s|s
wytrzeć	s|s|s|s|s|s|s
gumką	s|s|s|s|r_a
uwagi	s|s|s|s|r_a
na	s|s
marginesach	s|s|s|s|s|s|s|s|d|d|d
.	s

Mało	l|s|s|s
ci	r_t|r_y
było	s|s|r_ć|d
wtedy	s|s|s|s|s
?	s

Dotknął	l|s|s|s|s|s|r_ć
drewnianej	s|s|s|s|s|s|s|s|r_y|d
poręczy	s|s|s|s|s|s|d
.	s

I	l
nie	s|s|s
daje	s|s|r_wa|r_ć
regularnie	s|s|s|s|s|s|s|s|s|s
leków	s|s|s|d|d
.	s

Oprócz	l|s|s|s|s|s
dżenińskiego	s|s|s|s|s|s|s|s|s|d|d|d
obozu	s|s|r_ó|s|d
,	s
Izraelczycy	s|s|s|s|s|s|s|s|s|r_k|d
dokonali	s|s|s|s|s|s|r_ć|d
także	s|s|s|s|s
przeszukania	s|s|s|s|s|s|s|s|s|s|s|r_e
w	s
domach	s|s|s|d|d|d
na	s|s
terenie	s|s|s|s|s|d|d
samego	s|s|s|d|d|d
miasta	s|s|s|s|s|r_o
.	s

Ale	l|s|s
króla	s|s|s|s|d
kruków	s|s|s|s|d|d
już	s|s|s
nie	s|s|s
było	s|s|r_ć|d
.	s

Jesteś	r_b|r_y|r_ć|d|d|d
prawdziwy	s|s|s|s|s|s|s|s|s
fiut	s|s|s|s
.	s

Wychyliła	l|s|s|s|s|s|s|r_ć|d
m	r_być
się	s|s|s
z	s
półki	s|s|s|s|r_a
,	s
spojrzała	s|s|s|s|s|s|r_e|r_ć|d
m	r_być
w	s
dół	s|s|s
.	s

Zbliżył	l|s|s|s|s|s|r_ć
swoją	s|s|r_ó|s|d
kościstą	s|s|s|s|s|s|s|r_y
twarz	s|s|s|s|s
do	s|s
mego	s|r_ó|r_j|d
ucha	s|s|s|r_o
.	s

Tymczasem	l|s|s|s|s|s|s|s|s
kolegium	s|s|s|s|s|s|s|s
odroczyło	s|s|s|s|s|s|s|r_ć|d
swoją	s|s|r_ó|s|d
decyzję	s|s|s|s|s|s|r_a
.	s

Jak	l|s|s
on	s|s
by	s|s
głosował	s|s|s|s|s|s|s|r_ć
?	s

Mogł	l|r_ó|r_c|d
em	r_by|r_ć
szczęście	s|s|s|s|s|s|s|s|s
dać	s|s|s
.	s

Nie	l|s|s
jestem	r_b|r_y|r_ć|d|d|d
w	s
stanie	s|s|s|s|d|d
przewidzieć	s|s|s|s|s|s|s|s|s|s|s
jakiejkolwiek	s|s|s|s|d|d|s|s|s|s|s|s|s
sensownej	s|s|s|s|s|s|s|r_y|d
daty	s|s|s|r_a
.	s

-	s
Wątpię	l|s|s|s|s|r_ć
.	s

Hanka	s|s|s|s|s
,	s
będę	s|r_y|r_ć|d
wam	s|r_y|d
przysyłać	s|s|s|s|s|s|s|s|s
.	s

Ponadto	l|s|s|s|s|s|s
dostali	s|s|s|s|s|r_ć|d
śmy	r_b|r_y|r_ć
kamizelki	s|s|s|s|s|s|s|s|r_a
,	s
za	s|s
które	s|s|s|s|r_y
żaden	s|s|s|s|s
z	s
nas	r_m|r_y|d
nie	s|s|s
zapłacił	s|s|s|s|s|s|s|r_ć
.	s

Szkoda	l|s|s|s|s|s
,	s
że	s|s
nie	s|s|s
można	s|s|s|s|s
dysponować	s|s|s|s|s|s|s|s|s|s
Heinzem	s|s|s|s|s|d|d
Mirynkiem	s|s|s|s|s|d|d|s|r_k
.	s

–	s
Widzisz	l|s|s|s|s|r_e|r_ć
?	s

To	r_te|r_n
wszystko	s|s|s|s|s|s|s|s
jest	r_b|r_y|r_ć|d
w	s
nas	r_m|r_y|d
.	s

-	s
Jaka	l|s|s|r_i
była	s|s|r_ć|d
?	s

Niedaleko	l|s|s|s|s|s|s|s|s
jest	r_b|r_y|r_ć|d
przecież	s|s|s|s|s|s|s|s
inny	s|s|s|s
,	s
duży	s|s|s|s
kościół	s|s|s|s|s|s|s
.	s

Potem	l|s|s|s|s
zostaną	s|s|s|s|s|r_ć|d
ulokowani	s|s|s|s|s|s|s|r_ć|d
w	s
hotelach	s|s|s|s|s|d|d|d
i	s
ośrodkach	s|s|s|s|s|i_e|d|d|d
wypoczynkowych	s|s|s|s|s|s|s|s|s|s|s|s|d|d
.	s

Straty	l|s|s|s|s|r_a
indyjskie	s|s|s|s|s|s|s|s|d
wyniosły	s|s|s|s|r_e|r_ś|r_ć|d
,	s
według	s|s|s|s|s|s
rzecznika	s|s|s|s|s|s|s|s|d
,	s
dwóch	s|s|r_a|d|d
zabitych	s|s|s|s|s|s|d|d
i	s
dwóch	s|s|r_a|d|d
rannych	s|s|s|s|s|d|d
.	s

Do	l|s
tej	s|s|r_n
pory	s|s|s|r_a
dostał	s|s|s|s|s|r_ć
91	s|s
esemesów	s|s|s|s|s|s|d|d
.	s

To	l|s
była	s|s|r_ć|d
by	s|s
tragedia	s|s|s|s|s|s|s|s
.	s

W	l
tym	s|r_e|r_n
roku	s|s|s|d
pojawiły	s|s|s|s|s|s|r_ć|d
się	s|s|s
one	s|s|d
w	s
całym	s|s|s|s|d
powiecie	s|s|s|s|r_a|r_t|d|d
kwidzyńskim	s|s|s|s|s|s|s|s|s|s|d
.	s

Handlował	l|s|s|s|s|s|s|s|r_ć
nieruchomościami	s|s|s|s|s|s|s|s|s|s|s|r_ć|d|d|d|d
i	s
parcelami	s|s|s|s|s|s|s|d|d
budowlanymi	s|s|s|s|s|s|s|s|s|d|d
.	s

Oznacza	l|s|s|s|s|s|s|r_ć
ona	s|s|d
,	s
że	s|s
ten	s|s|s
Sejm	l|s|s|s
nie	s|s|s
zdąży	s|s|s|s|s|r_ć
przyjąć	s|s|s|s|s|s|s
ustawy	s|s|s|s|s|r_a
budżetowej	s|s|s|s|s|s|s|s|r_y|d
.	s

W	l
Polsce	s|s|s|s|r_k|r_a
borówka	s|s|s|s|s|s|s
rośnie	s|s|r_s|s|r_ą|r_ć
na	s|s
100	s|s|s
hektarach	s|s|s|s|s|s|d|d|d
.	s

miał	s|s|r_e|r_ć
tutaj	s|s|s|s|s
do	s|s
nas	r_m|r_y|d
przyjechać	s|s|s|s|s|s|s|s|s|s
.	s
.	s

-	s
Dostaję	l|s|s|s|s|r_wa|r_ć
tyle	s|s|s|s
korespondencji	s|s|s|s|s|s|s|s|s|s|s|s|s|r_a
,	s
że	s|s
nie	s|s|s
nadążam	s|s|s|s|s|s|r_ć
z	s
czytaniem	s|s|s|s|s|r_ć|d|d|d
,	s
a	s
zaległości	s|s|s|s|s|s|s|s|r_ć|d
nadrabiam	s|s|s|s|s|s|s|s|r_ć
w	s
weekend	s|s|s|s|s|s|s
.	s

-	s
Na	s|s
pewno	s|s|s|s|s
taką	s|s|s|r_i
możliwość	s|s|s|s|s|s|s|s|s
ma	s|r_ieć
Ungier	s|s|s|s|s|s
.	s

–	s
bo	s|s
się	s|s|s
spytała	s|s|s|s|s|r_ć|d
m	r_być
.	s

Tam	l|s|s
w	s
końcu	s|s|r_nie|s|d
jestem	r_b|r_y|r_ć|d|d|d
najlepszy	r_d|r_o|r_b|r_r|d|d|d|d|s
.	s

Czas	l|s|s|s
biegł	s|s|s|r_c|d
nieubłaganie	s|s|s|s|s|s|s|s|s|s|s|s
.	s

Z	l
trudem	s|s|s|s|d|d
dostrzegam	s|s|s|s|s|s|s|s|s|r_ć
siedzących	s|s|s|s|s|r_i|r_e|r_ć|d|d
pod	s|s|s
oknem	s|s|s|r_o|d
Stefana	s|s|s|s|s|s|d
i	s
Wiktora	s|s|s|s|s|s|d
.	s

Rzuciła	l|s|s|s|s|r_ć|d
smyczek	s|s|s|s|s|s|s
.	s
.	s
.	s

Świadczenia	l|s|s|s|s|s|s|s|s|s|r_e
były	s|s|r_ć|d
by	s|s
mniej	s|r_a|r_ł|r_o|d
spłaszczone	s|s|s|s|s|s|s|s|r_y|r_ć|d
.	s

To	l|s
alibi	s|s|s|s|s
,	s
które	s|s|s|s|r_y
wymyślili	s|s|s|s|s|s|s|r_ć|d
dla	s|s|s
siebie	s|s|s|s|s|s
kurwiarze	s|s|s|s|s|s|s|s|d
!	s

czy	s|s|s
ty	s|s
wierzysz	s|s|s|s|s|s|r_ć|d
w	s
świat	s|s|s|s|s
radykalnie	s|s|s|s|s|s|s|s|s|s
wegetariański	s|s|s|s|s|s|s|s|s|s|s|s|s
?	s

Pokazano	l|s|s|s|s|s|r_ć|d
w	s
tym	s|r_e|r_n
filmie	s|s|s|s|d|d
wieś	s|s|s|s
spółdzielczą	s|s|s|s|s|s|s|s|s|s|s|r_y
w	s
skrócie	s|s|s|s|r_t|d|d
.	s
.	s
.	s

Na	l|s
niektórych	s|s|s|s|s|s|s|s|d|d
targowiskach	s|s|s|s|s|s|s|s|s|r_o|d|d
trzeba	s|s|s|s|s|s
za	s|s
nie	i_o|d|d
płacić	s|s|s|s|s|s
już	s|s|s
po	s|s
4	s
zł	s|s|r_oty
za	s|s
kilogram	s|s|s|s|s|s|s|s
.	s

Już	l|s|s
widze	s|s|s|s|i_i|r_ć
Opłatek	l|s|s|s|s|s|s
w	s
kulinarnej	s|s|s|s|s|s|s|s|r_y|d
oprawie	s|s|s|s|s|r_a|d
Hejrublańskiego	s|s|s|s|s|s|s|s|s|s|s|s|d|d|d
!	s

Zostaną	l|s|s|s|s|r_ć|d
one	s|s|d
przekazane	s|s|s|s|s|s|s|s|r_ć|d
do	s|s
Archiwum	l|s|s|s|s|s|s|s
Akt	l|s|s|r_a
Nowych	l|s|s|s|d|d
w	s
Warszawie	s|s|s|s|s|s|s|r_a|d
.	s

-	s
Idź	l|r_ś|r_ć
spać	s|s|s|s
.	s

Nie	l|s|s
ukrywam	s|s|s|s|s|s|r_ć
,	s
że	s|s
mój	s|s|s
kalendarz	s|s|s|s|s|s|s|s|s
jest	r_b|r_y|r_ć|d
raczej	s|s|s|s|s|s
zapełniony	s|s|s|s|s|s|s|r_ć|d|d
.	s

Milcząco	l|s|s|s|s|s|s|s
przywitał	s|s|s|s|s|s|s|s|r_ć
się	s|s|s
z	s
teściem	s|s|s|r_ć|d|d|d
i	s
szorstko	s|s|s|s|s|s|s|s
odprawił	s|s|s|s|s|s|s|r_ć
syna	s|s|s|d
do	s|s
odrabiania	s|s|s|s|s|s|s|r_ć|d|d
lekcji	s|s|s|s|s|r_a
.	s

Powiedziała	l|s|s|s|s|s|s|s|r_e|r_ć|d
,	s
że	s|s
komórki	s|s|s|s|s|s|r_a
zamówił	s|s|s|s|s|s|r_ć
u	s
niej	i_o|d|d|d
Bogusław	s|s|s|s|s|s|s|s
Linda	s|s|s|s|s
.	s

Nie	l|s|s
omylił	s|s|s|s|s|r_ć
em	r_by|r_ć
się	s|s|s
.	s

Dobry	l|s|s|s|s
Allach	s|s|s|s|s|s
uratował	s|s|s|s|s|s|s|r_ć
honor	s|s|s|s|s
naszego	s|s|s|s|d|d|d
państwa	s|s|s|s|s|s|r_o
!	s

–	s
nie	s|s|s
opisuj	s|s|s|s|r_ywa|r_ć
tylko	s|s|s|s|s
zjedz	s|s|s|r_ś|r_ć
.	s
.	s

-	s
Żydówki	s|s|s|s|s|s|r_a
bywają	s|s|s|s|r_ć|d
piękne	s|s|s|s|s|r_y
.	s
.	s
.	s

Równie	l|s|s|s|s|s
interesujące	s|s|s|s|s|s|s|s|s|s|s|r_y
były	s|s|r_ć|d
programy	s|s|s|s|s|s|s|d
przygotowane	s|s|s|s|s|s|s|s|s|s|r_ć|d
przez	s|s|s|s|s
uczniów	s|s|s|r_e|r_ń|d|d
z	s
pozostałych	s|s|s|s|s|s|s|s|s|d|d
miejscowości	s|s|s|s|s|s|s|s|s|s|r_ć|d
.	s

Udali	l|s|s|r_ć|d
śmy	r_b|r_y|r_ć
się	s|s|s
do	s|s
Kroczewa	s|s|s|s|s|s|s|r_o
.	s

Gładki	l|s|s|s|s|s
jest	r_b|r_y|r_ć|d
bardziej	s|s|s|s|s|r_o|d|d
śliski	s|s|s|s|s|s
.	s

nie	s|s|s
wstydzicie	s|s|s|s|s|s|s|r_ć|d|d
się	s|s|s
tego	s|d|d|s
?	s

Pan	l|s|s
dyrektor	s|s|s|s|s|s|s|s
mówił	s|s|s|s|r_ć
.	s

Nikt	l|s|s|s
się	s|s|s
nie	s|s|s
lituje	s|s|s|r_ow|r_a|r_ć
,	s
nie	s|s|s
pieści	s|s|s|s|s|s|r_ć
z	s
przyjeżdżającymi	s|s|s|s|s|s|s|s|s|s|r_ć|d|d|d|d|d
na	s|s
zarobek	s|s|s|s|s|s|s
.	s

Działacze	l|s|s|s|s|s|s|s|d
liczą	s|s|s|s|r_yć
,	s
że	s|s
związek	s|s|s|s|s|s|s
nie	s|s|s
będzie	s|r_y|r_ć|d|d|d
ścigany	s|s|s|s|s|r_ć|d
z	s
całą	s|s|s|r_y
surowością	s|s|s|s|s|s|s|r_ć|d|d
.	s

Podwórko	l|s|s|s|s|s|s|s
pachniało	s|s|s|s|s|s|r_e|r_ć|d
cytrusami	s|s|s|s|s|s|d|d|d
.	s

To	l|s
nauczyciele	s|s|s|s|s|s|s|s|s|s|d
muszą	s|s|s|r_ie|r_ć
się	s|s|s
do	s|s
nich	i_o|d|d|d
dostosować	s|s|s|s|s|s|s|s|s|s
.	s

To	l|s
był	s|s|r_ć
fatalny	s|s|s|s|s|s|s
rok	s|s|s
.	s

–	s
czujesz	s|s|s|r_ć|d|d|d
tą	s|r_en
śmieszność	s|s|s|s|s|s|s|s|s|s
chyba	s|s|s|s|s
?	s

-	s
Nie	l|s|s
zostaje	s|s|s|s|s|r_wa|r_ć
pan	s|s|s
na	s|s
noc	s|s|s
?	s

Wściekać	l|s|s|s|s|s|s|s
?	s

Tomczyk	s|s|s|s|s|s|s
trochę	s|s|s|s|s|s
śpiewał	s|s|s|s|s|s|r_ć
.	s

Nad	l|s|s
nim	i_o|d|d
stał	s|s|s|r_ć
Vilo	s|s|s|s
w	s
słonecznej	s|s|s|s|s|s|s|s|r_y|d
aureoli	s|s|s|s|s|s|r_a
.	s

Wydawało	l|s|s|s|s|s|r_ć|d
się	s|s|s
,	s
że	s|s
jej	r_o|r_n|d
życie	s|s|s|s|s
dobiegnie	s|s|s|s|s|r_c|d|d|d
końca	s|s|r_nie|s|d
bez	s|s|s
większych	s|s|r_el|s|r_i|d|d|d|d
niespodzianek	s|s|s|s|s|s|s|s|s|s|s|r_k|r_a
.	s

Ruch	l|s|s|s
jest	r_b|r_y|r_ć|d
najważniejszy	d|d|d|s|s|s|s|d|d|d|d|d|s
.	s

Nie	l|s|s
ma	r_by|r_ć
też	s|s|s
dowodów	s|s|s|r_ó|s|d|d
,	s
by	s|s
Pietruszka	s|s|s|s|s|s|s|s|s|s
był	s|s|r_ć
agentem	s|s|s|s|s|d|d
KGB	s|s|s
,	s
choć	s|s|s|s
SB	s|s
ściśle	s|s|s|s|s|s
współpracowała	s|s|s|s|s|s|s|s|s|s|s|s|r_ć|d
z	s
Rosjanami	s|s|s|s|s|s|r_i|r_n|d
.	s

Ruszyła	l|s|s|s|s|r_ć|d
na	s|s
północ	s|s|s|s|s|s
.	s

Stwierdzam	l|s|s|s|s|s|s|s|s|r_ć
kworum	s|s|s|s|s|s
.	s

-	s
Będę	l|r_y|r_ć|d
musiał	s|s|s|s|r_e|r_ć
już	s|s|s
iść	s|s|s
,	s
jeszcze	s|s|s|s|s|s|s
nie	s|s|s
mam	s|r_ie|r_ć
biletu	s|s|s|s|s|d
.	s

Lecz	l|s|s|s
bez	s|s|s
wolności	s|s|s|s|s|s|r_ć|d
umieram	s|s|s|s|s|s|r_ć
.	s
.	s
.	s

Ale	l|s|s
powstają	s|s|s|s|s|s|r_wa|r_ć
rzeczy	s|s|s|s|s|d
wspaniałe	s|s|s|s|s|s|s|s|r_y
.	s
.	s
.	s

Warunki	l|s|s|s|s|s|s
wolnego	s|s|s|s|r_y|d|d
rynku	s|s|s|i_e|d
okazały	s|s|s|s|s|r_ć|d
się	s|s|s
silniejsze	s|s|s|s|r_y|d|d|d|d|d
od	s|s
rabinackich	s|s|s|s|s|s|s|s|s|d|d
zakazów	s|s|s|s|s|d|d
.	s

–	s
Ewelinka	s|s|s|s|s|s|s|s
,	s
zamknęła	s|s|s|s|s|r_ą|r_ć|d
ś	r_być
się	s|s|s
od	s|s
środka	s|s|s|s|i_e|d
?	s
!	s

Teraz	l|s|s|s|s
trwają	s|s|s|s|r_ć|d
intensywne	s|s|s|s|s|s|s|s|s|r_y
przygotowania	s|s|s|s|s|s|s|s|s|s|s|s|r_e
organizacyjne	s|s|s|s|s|s|s|s|s|s|s|s|r_y
,	s
sporządzane	s|s|s|s|s|s|s|s|s|r_ć|d
są	r_by|r_ć
ekspertyzy	s|s|s|s|s|s|s|s|s|r_a
i	s
bilanse	s|s|s|s|s|s|d
.	s

Ich	r_o|r_n|d
cierpliwość	s|s|s|s|s|s|s|s|s|s|s
się	s|s|s
wyczerpała	s|s|s|s|s|s|s|s|r_ć|d
.	s

Zaczyna	l|s|s|s|s|s|s|r_ć
się	s|s|s
znów	s|s|s|s
,	s
nie	s|s|s
minęło	s|s|s|r_ą|r_ć|d
parę	s|s|s|s
dni	s|r_z|s|r_eń
i	s
już	s|s|s
nadchodzi	s|s|s|s|s|s|s|s|s|r_ć
następny	s|s|s|s|s|s|s|s
sztorm	s|s|s|s|s|s
.	s

–	s
akurat	s|s|s|s|s|s
będę	s|r_y|r_ć|d
musiała	s|s|s|s|r_e|r_ć|d
.	s

Tymczasem	l|s|s|s|s|s|s|s|s
tym	s|r_e|r_n
wykształconym	s|s|s|s|s|s|s|s|s|s|s|s|d
i	s
wysoce	s|s|s|s|s|s
inteligentnym	s|s|s|s|s|s|s|s|s|s|s|s|d
Żydom	s|s|s|d|d
marzyła	s|s|s|s|s|r_ć|d
się	s|s|s
kariera	s|s|s|s|s|s|s
